c at_least_1_color
1 2 3 4 5 6 0
7 8 9 10 11 12 0
13 14 15 16 17 18 0
19 20 21 22 23 24 0
25 26 27 28 29 30 0
31 32 33 34 35 36 0
37 38 39 40 41 42 0
43 44 45 46 47 48 0
49 50 51 52 53 54 0
c at_most_1_color
-352 -58 -349 0
-352 -58 -350 0
-352 -58 -351 0
-352 -58 -353 0
-352 -58 -354 0
-281 -59 314 0
-281 -59 350 0
-281 -59 -277 0
-281 -59 -278 0
-281 -59 -279 0
-281 -59 -280 0
-281 -59 -282 0
-317 -59 278 0
-317 -59 350 0
-317 -59 -313 0
-317 -59 -314 0
-317 -59 -315 0
-317 -59 -316 0
-317 -59 -318 0
-353 -59 278 0
-353 -59 314 0
-353 -59 -349 0
-353 -59 -350 0
-353 -59 -351 0
-353 -59 -352 0
-353 -59 -354 0
-282 -60 314 0
-282 -60 350 0
-282 -60 -277 0
-282 -60 -278 0
-282 -60 -279 0
-282 -60 -280 0
-282 -60 -281 0
-318 -60 278 0
-318 -60 350 0
-318 -60 -313 0
-318 -60 -314 0
-318 -60 -315 0
-318 -60 -316 0
-318 -60 -317 0
-354 -60 278 0
-354 -60 314 0
-354 -60 -349 0
-354 -60 -350 0
-354 -60 -351 0
-354 -60 -352 0
-354 -60 -353 0
-385 -55 422 0
-385 -55 458 0
-385 -55 -386 0
-385 -55 -387 0
-385 -55 -388 0
-385 -55 -389 0
-385 -55 -390 0
-421 -55 386 0
-421 -55 458 0
-421 -55 -422 0
-421 -55 -423 0
-421 -55 -424 0
-421 -55 -425 0
-421 -55 -426 0
-457 -55 386 0
-457 -55 422 0
-457 -55 -458 0
-457 -55 -459 0
-457 -55 -460 0
-457 -55 -461 0
-457 -55 -462 0
-386 -56 422 0
-386 -56 458 0
-386 -56 -385 0
-386 -56 -387 0
-386 -56 -388 0
-386 -56 -389 0
-386 -56 -390 0
-422 -56 386 0
-422 -56 458 0
-422 -56 -421 0
-422 -56 -423 0
-422 -56 -424 0
-422 -56 -425 0
-422 -56 -426 0
-458 -56 386 0
-458 -56 422 0
-458 -56 -457 0
-458 -56 -459 0
-458 -56 -460 0
-458 -56 -461 0
-458 -56 -462 0
-387 -57 422 0
-387 -57 458 0
-387 -57 -385 0
-387 -57 -386 0
-387 -57 -388 0
-387 -57 -389 0
-387 -57 -390 0
-423 -57 386 0
-423 -57 458 0
-423 -57 -421 0
-423 -57 -422 0
-423 -57 -424 0
-423 -57 -425 0
-423 -57 -426 0
-459 -57 386 0
-459 -57 422 0
-459 -57 -457 0
-459 -57 -458 0
-459 -57 -460 0
-459 -57 -461 0
-459 -57 -462 0
-388 -58 422 0
-388 -58 458 0
-388 -58 -385 0
-388 -58 -386 0
-388 -58 -387 0
-388 -58 -389 0
-388 -58 -390 0
-424 -58 386 0
-424 -58 458 0
-424 -58 -421 0
-424 -58 -422 0
-424 -58 -423 0
-424 -58 -425 0
-424 -58 -426 0
-460 -58 386 0
-460 -58 422 0
-460 -58 -457 0
-460 -58 -458 0
-460 -58 -459 0
-460 -58 -461 0
-460 -58 -462 0
-389 -59 422 0
-389 -59 458 0
-389 -59 -385 0
-389 -59 -386 0
-389 -59 -387 0
-389 -59 -388 0
-389 -59 -390 0
-425 -59 386 0
-425 -59 458 0
-425 -59 -421 0
-425 -59 -422 0
-425 -59 -423 0
-425 -59 -424 0
-425 -59 -426 0
-461 -59 386 0
-461 -59 422 0
-461 -59 -457 0
-461 -59 -458 0
-461 -59 -459 0
-461 -59 -460 0
-461 -59 -462 0
-390 -60 422 0
-390 -60 458 0
-390 -60 -385 0
-390 -60 -386 0
-390 -60 -387 0
-390 -60 -388 0
-390 -60 -389 0
-426 -60 386 0
-426 -60 458 0
-426 -60 -421 0
-426 -60 -422 0
-426 -60 -423 0
-426 -60 -424 0
-426 -60 -425 0
-462 -60 386 0
-462 -60 422 0
-462 -60 -457 0
-462 -60 -458 0
-462 -60 -459 0
-462 -60 -460 0
-462 -60 -461 0
-67 -55 104 0
-67 -55 140 0
-67 -55 -68 0
-67 -55 -69 0
-67 -55 -70 0
-67 -55 -71 0
-67 -55 -72 0
-103 -55 68 0
-103 -55 140 0
-103 -55 -104 0
-103 -55 -105 0
-103 -55 -106 0
-103 -55 -107 0
-103 -55 -108 0
-139 -55 68 0
-139 -55 104 0
-139 -55 -140 0
-139 -55 -141 0
-139 -55 -142 0
-139 -55 -143 0
-139 -55 -144 0
-68 -56 104 0
-68 -56 140 0
-68 -56 -67 0
-68 -56 -69 0
-68 -56 -70 0
-68 -56 -71 0
-68 -56 -72 0
-104 -56 68 0
-104 -56 140 0
-104 -56 -103 0
-104 -56 -105 0
-104 -56 -106 0
-104 -56 -107 0
-104 -56 -108 0
-140 -56 68 0
-140 -56 104 0
-140 -56 -139 0
-140 -56 -141 0
-140 -56 -142 0
-140 -56 -143 0
-140 -56 -144 0
-69 -57 104 0
-69 -57 140 0
-69 -57 -67 0
-69 -57 -68 0
-69 -57 -70 0
-69 -57 -71 0
-69 -57 -72 0
-105 -57 68 0
-105 -57 140 0
-105 -57 -103 0
-105 -57 -104 0
-105 -57 -106 0
-105 -57 -107 0
-105 -57 -108 0
-141 -57 68 0
-141 -57 104 0
-141 -57 -139 0
-141 -57 -140 0
-141 -57 -142 0
-141 -57 -143 0
-141 -57 -144 0
-70 -58 104 0
-70 -58 140 0
-70 -58 -67 0
-70 -58 -68 0
-70 -58 -69 0
-70 -58 -71 0
-70 -58 -72 0
-106 -58 68 0
-106 -58 140 0
-106 -58 -103 0
-106 -58 -104 0
-106 -58 -105 0
-106 -58 -107 0
-106 -58 -108 0
-142 -58 68 0
-142 -58 104 0
-142 -58 -139 0
-142 -58 -140 0
-142 -58 -141 0
-142 -58 -143 0
-142 -58 -144 0
-71 -59 104 0
-71 -59 140 0
-71 -59 -67 0
-71 -59 -68 0
-71 -59 -69 0
-71 -59 -70 0
-71 -59 -72 0
-107 -59 68 0
-107 -59 140 0
-107 -59 -103 0
-107 -59 -104 0
-107 -59 -105 0
-107 -59 -106 0
-107 -59 -108 0
-143 -59 68 0
-143 -59 104 0
-143 -59 -139 0
-143 -59 -140 0
-143 -59 -141 0
-143 -59 -142 0
-143 -59 -144 0
-72 -60 104 0
-72 -60 140 0
-72 -60 -67 0
-72 -60 -68 0
-72 -60 -69 0
-72 -60 -70 0
-72 -60 -71 0
-108 -60 68 0
-108 -60 140 0
-108 -60 -103 0
-108 -60 -104 0
-108 -60 -105 0
-108 -60 -106 0
-108 -60 -107 0
-144 -60 68 0
-144 -60 104 0
-144 -60 -139 0
-144 -60 -140 0
-144 -60 -141 0
-144 -60 -142 0
-144 -60 -143 0
-175 -55 212 0
-175 -55 248 0
-175 -55 -176 0
-175 -55 -177 0
-175 -55 -178 0
-175 -55 -179 0
-175 -55 -180 0
-211 -55 176 0
-211 -55 248 0
-211 -55 -212 0
-211 -55 -213 0
-211 -55 -214 0
-211 -55 -215 0
-211 -55 -216 0
-247 -55 176 0
-247 -55 212 0
-247 -55 -248 0
-247 -55 -249 0
-247 -55 -250 0
-247 -55 -251 0
-247 -55 -252 0
-176 -56 212 0
-176 -56 248 0
-176 -56 -175 0
-176 -56 -177 0
-176 -56 -178 0
-176 -56 -179 0
-176 -56 -180 0
-212 -56 176 0
-212 -56 248 0
-212 -56 -211 0
-212 -56 -213 0
-212 -56 -214 0
-212 -56 -215 0
-212 -56 -216 0
-248 -56 176 0
-248 -56 212 0
-248 -56 -247 0
-248 -56 -249 0
-248 -56 -250 0
-248 -56 -251 0
-248 -56 -252 0
-177 -57 212 0
-177 -57 248 0
-177 -57 -175 0
-177 -57 -176 0
-177 -57 -178 0
-177 -57 -179 0
-177 -57 -180 0
-213 -57 176 0
-213 -57 248 0
-213 -57 -211 0
-213 -57 -212 0
-213 -57 -214 0
-213 -57 -215 0
-213 -57 -216 0
-249 -57 176 0
-249 -57 212 0
-249 -57 -247 0
-249 -57 -248 0
-249 -57 -250 0
-249 -57 -251 0
-249 -57 -252 0
-178 -58 212 0
-178 -58 248 0
-178 -58 -175 0
-178 -58 -176 0
-178 -58 -177 0
-178 -58 -179 0
-178 -58 -180 0
-214 -58 176 0
-214 -58 248 0
-214 -58 -211 0
-214 -58 -212 0
-214 -58 -213 0
-214 -58 -215 0
-214 -58 -216 0
-250 -58 176 0
-250 -58 212 0
-250 -58 -247 0
-250 -58 -248 0
-250 -58 -249 0
-250 -58 -251 0
-250 -58 -252 0
-179 -59 212 0
-179 -59 248 0
-179 -59 -175 0
-179 -59 -176 0
-179 -59 -177 0
-179 -59 -178 0
-179 -59 -180 0
-215 -59 176 0
-215 -59 248 0
-215 -59 -211 0
-215 -59 -212 0
-215 -59 -213 0
-215 -59 -214 0
-215 -59 -216 0
-251 -59 176 0
-251 -59 212 0
-251 -59 -247 0
-251 -59 -248 0
-251 -59 -249 0
-251 -59 -250 0
-251 -59 -252 0
-180 -60 212 0
-180 -60 248 0
-180 -60 -175 0
-180 -60 -176 0
-180 -60 -177 0
-180 -60 -178 0
-180 -60 -179 0
-216 -60 176 0
-216 -60 248 0
-216 -60 -211 0
-216 -60 -212 0
-216 -60 -213 0
-216 -60 -214 0
-216 -60 -215 0
-252 -60 176 0
-252 -60 212 0
-252 -60 -247 0
-252 -60 -248 0
-252 -60 -249 0
-252 -60 -250 0
-252 -60 -251 0
-283 -55 320 0
-283 -55 356 0
-283 -55 -284 0
-283 -55 -285 0
-283 -55 -286 0
-283 -55 -287 0
-283 -55 -288 0
-319 -55 284 0
-319 -55 356 0
-319 -55 -320 0
-319 -55 -321 0
-319 -55 -322 0
-319 -55 -323 0
-319 -55 -324 0
-355 -55 284 0
-355 -55 320 0
-355 -55 -356 0
-355 -55 -357 0
-355 -55 -358 0
-355 -55 -359 0
-355 -55 -360 0
-284 -56 320 0
-284 -56 356 0
-284 -56 -283 0
-284 -56 -285 0
-284 -56 -286 0
-284 -56 -287 0
-284 -56 -288 0
-320 -56 284 0
-320 -56 356 0
-320 -56 -319 0
-320 -56 -321 0
-320 -56 -322 0
-320 -56 -323 0
-320 -56 -324 0
-356 -56 284 0
-356 -56 320 0
-356 -56 -355 0
-356 -56 -357 0
-356 -56 -358 0
-356 -56 -359 0
-356 -56 -360 0
-285 -57 320 0
-285 -57 356 0
-285 -57 -283 0
-285 -57 -284 0
-285 -57 -286 0
-285 -57 -287 0
-285 -57 -288 0
-321 -57 284 0
-321 -57 356 0
-321 -57 -319 0
-321 -57 -320 0
-321 -57 -322 0
-321 -57 -323 0
-321 -57 -324 0
-357 -57 284 0
-357 -57 320 0
-357 -57 -355 0
-357 -57 -356 0
-357 -57 -358 0
-357 -57 -359 0
-357 -57 -360 0
-286 -58 320 0
-286 -58 356 0
-286 -58 -283 0
-286 -58 -284 0
-286 -58 -285 0
-286 -58 -287 0
-286 -58 -288 0
-322 -58 284 0
-322 -58 356 0
-322 -58 -319 0
-322 -58 -320 0
-322 -58 -321 0
-322 -58 -323 0
-322 -58 -324 0
-358 -58 284 0
-358 -58 320 0
-358 -58 -355 0
-358 -58 -356 0
-358 -58 -357 0
-358 -58 -359 0
-358 -58 -360 0
-287 -59 320 0
-287 -59 356 0
-287 -59 -283 0
-287 -59 -284 0
-287 -59 -285 0
-287 -59 -286 0
-287 -59 -288 0
-323 -59 284 0
-323 -59 356 0
-323 -59 -319 0
-323 -59 -320 0
-323 -59 -321 0
-323 -59 -322 0
-323 -59 -324 0
-359 -59 284 0
-359 -59 320 0
-359 -59 -355 0
-359 -59 -356 0
-359 -59 -357 0
-359 -59 -358 0
-359 -59 -360 0
-288 -60 320 0
-288 -60 356 0
-288 -60 -283 0
-288 -60 -284 0
-288 -60 -285 0
-288 -60 -286 0
-288 -60 -287 0
-324 -60 284 0
-324 -60 356 0
-324 -60 -319 0
-324 -60 -320 0
-324 -60 -321 0
-324 -60 -322 0
-324 -60 -323 0
-360 -60 284 0
-360 -60 320 0
-360 -60 -355 0
-360 -60 -356 0
-360 -60 -357 0
-360 -60 -358 0
-360 -60 -359 0
-391 -55 428 0
-391 -55 464 0
-391 -55 -392 0
-391 -55 -393 0
-391 -55 -394 0
-391 -55 -395 0
-391 -55 -396 0
-427 -55 392 0
-427 -55 464 0
-427 -55 -428 0
-427 -55 -429 0
-427 -55 -430 0
-427 -55 -431 0
-427 -55 -432 0
-463 -55 392 0
-463 -55 428 0
-463 -55 -464 0
-463 -55 -465 0
-463 -55 -466 0
-463 -55 -467 0
-463 -55 -468 0
-392 -56 428 0
-392 -56 464 0
-392 -56 -391 0
-392 -56 -393 0
-392 -56 -394 0
-392 -56 -395 0
-392 -56 -396 0
-428 -56 392 0
-428 -56 464 0
-428 -56 -427 0
-428 -56 -429 0
-428 -56 -430 0
-428 -56 -431 0
-428 -56 -432 0
-464 -56 392 0
-464 -56 428 0
-464 -56 -463 0
-464 -56 -465 0
-464 -56 -466 0
-464 -56 -467 0
-464 -56 -468 0
-393 -57 428 0
-393 -57 464 0
-393 -57 -391 0
-393 -57 -392 0
-393 -57 -394 0
-393 -57 -395 0
-393 -57 -396 0
-429 -57 392 0
-429 -57 464 0
-429 -57 -427 0
-429 -57 -428 0
-429 -57 -430 0
-429 -57 -431 0
-429 -57 -432 0
-465 -57 392 0
-465 -57 428 0
-465 -57 -463 0
-465 -57 -464 0
-465 -57 -466 0
-465 -57 -467 0
-465 -57 -468 0
-394 -58 428 0
-394 -58 464 0
-394 -58 -391 0
-394 -58 -392 0
-394 -58 -393 0
-394 -58 -395 0
-394 -58 -396 0
-430 -58 392 0
-430 -58 464 0
-430 -58 -427 0
-430 -58 -428 0
-430 -58 -429 0
-430 -58 -431 0
-430 -58 -432 0
-466 -58 392 0
-466 -58 428 0
-466 -58 -463 0
-466 -58 -464 0
-466 -58 -465 0
-466 -58 -467 0
-466 -58 -468 0
-395 -59 428 0
-395 -59 464 0
-395 -59 -391 0
-395 -59 -392 0
-395 -59 -393 0
-395 -59 -394 0
-395 -59 -396 0
-431 -59 392 0
-431 -59 464 0
-431 -59 -427 0
-431 -59 -428 0
-431 -59 -429 0
-431 -59 -430 0
-431 -59 -432 0
-467 -59 392 0
-467 -59 428 0
-467 -59 -463 0
-467 -59 -464 0
-467 -59 -465 0
-467 -59 -466 0
-467 -59 -468 0
-396 -60 428 0
-396 -60 464 0
-396 -60 -391 0
-396 -60 -392 0
-396 -60 -393 0
-396 -60 -394 0
-396 -60 -395 0
-432 -60 392 0
-432 -60 464 0
-432 -60 -427 0
-432 -60 -428 0
-432 -60 -429 0
-432 -60 -430 0
-432 -60 -431 0
-468 -60 392 0
-468 -60 428 0
-468 -60 -463 0
-468 -60 -464 0
-468 -60 -465 0
-468 -60 -466 0
-468 -60 -467 0
-73 -55 110 0
-73 -55 146 0
-73 -55 -74 0
-73 -55 -75 0
-73 -55 -76 0
-73 -55 -77 0
-73 -55 -78 0
-109 -55 74 0
-109 -55 146 0
-109 -55 -110 0
-109 -55 -111 0
-109 -55 -112 0
-109 -55 -113 0
-109 -55 -114 0
-145 -55 74 0
-145 -55 110 0
-145 -55 -146 0
-145 -55 -147 0
-145 -55 -148 0
-145 -55 -149 0
-145 -55 -150 0
-74 -56 110 0
-74 -56 146 0
-74 -56 -73 0
-74 -56 -75 0
-74 -56 -76 0
-74 -56 -77 0
-74 -56 -78 0
-110 -56 74 0
-110 -56 146 0
-110 -56 -109 0
-110 -56 -111 0
-110 -56 -112 0
-110 -56 -113 0
-110 -56 -114 0
-146 -56 74 0
-146 -56 110 0
-146 -56 -145 0
-146 -56 -147 0
-146 -56 -148 0
-146 -56 -149 0
-146 -56 -150 0
-75 -57 110 0
-75 -57 146 0
-75 -57 -73 0
-75 -57 -74 0
-75 -57 -76 0
-75 -57 -77 0
-75 -57 -78 0
-111 -57 74 0
-111 -57 146 0
-111 -57 -109 0
-111 -57 -110 0
-111 -57 -112 0
-111 -57 -113 0
-111 -57 -114 0
-147 -57 74 0
-147 -57 110 0
-147 -57 -145 0
-147 -57 -146 0
-147 -57 -148 0
-147 -57 -149 0
-147 -57 -150 0
-76 -58 110 0
-76 -58 146 0
-76 -58 -73 0
-76 -58 -74 0
-76 -58 -75 0
-76 -58 -77 0
-76 -58 -78 0
-112 -58 74 0
-112 -58 146 0
-112 -58 -109 0
-112 -58 -110 0
-112 -58 -111 0
-112 -58 -113 0
-112 -58 -114 0
-148 -58 74 0
-148 -58 110 0
-148 -58 -145 0
-148 -58 -146 0
-148 -58 -147 0
-148 -58 -149 0
-148 -58 -150 0
-77 -59 110 0
-77 -59 146 0
-77 -59 -73 0
-77 -59 -74 0
-77 -59 -75 0
-77 -59 -76 0
-77 -59 -78 0
-113 -59 74 0
-113 -59 146 0
-113 -59 -109 0
-113 -59 -110 0
-113 -59 -111 0
-113 -59 -112 0
-113 -59 -114 0
-149 -59 74 0
-149 -59 110 0
-149 -59 -145 0
-149 -59 -146 0
-149 -59 -147 0
-149 -59 -148 0
-149 -59 -150 0
-78 -60 110 0
-78 -60 146 0
-78 -60 -73 0
-78 -60 -74 0
-78 -60 -75 0
-78 -60 -76 0
-78 -60 -77 0
-114 -60 74 0
-114 -60 146 0
-114 -60 -109 0
-114 -60 -110 0
-114 -60 -111 0
-114 -60 -112 0
-114 -60 -113 0
-150 -60 74 0
-150 -60 110 0
-150 -60 -145 0
-150 -60 -146 0
-150 -60 -147 0
-150 -60 -148 0
-150 -60 -149 0
-181 -55 218 0
-181 -55 254 0
-181 -55 -182 0
-181 -55 -183 0
-181 -55 -184 0
-181 -55 -185 0
-181 -55 -186 0
-217 -55 182 0
-217 -55 254 0
-217 -55 -218 0
-217 -55 -219 0
-217 -55 -220 0
-217 -55 -221 0
-217 -55 -222 0
-253 -55 182 0
-253 -55 218 0
-253 -55 -254 0
-253 -55 -255 0
-253 -55 -256 0
-253 -55 -257 0
-253 -55 -258 0
-182 -56 218 0
-182 -56 254 0
-182 -56 -181 0
-182 -56 -183 0
-182 -56 -184 0
-182 -56 -185 0
-182 -56 -186 0
-218 -56 182 0
-218 -56 254 0
-218 -56 -217 0
-218 -56 -219 0
-218 -56 -220 0
-218 -56 -221 0
-218 -56 -222 0
-254 -56 182 0
-254 -56 218 0
-254 -56 -253 0
-254 -56 -255 0
-254 -56 -256 0
-254 -56 -257 0
-254 -56 -258 0
-183 -57 218 0
-183 -57 254 0
-183 -57 -181 0
-183 -57 -182 0
-183 -57 -184 0
-183 -57 -185 0
-183 -57 -186 0
-219 -57 182 0
-219 -57 254 0
-219 -57 -217 0
-219 -57 -218 0
-219 -57 -220 0
-219 -57 -221 0
-219 -57 -222 0
-255 -57 182 0
-255 -57 218 0
-255 -57 -253 0
-255 -57 -254 0
-255 -57 -256 0
-255 -57 -257 0
-255 -57 -258 0
-184 -58 218 0
-184 -58 254 0
-184 -58 -181 0
-184 -58 -182 0
-184 -58 -183 0
-184 -58 -185 0
-184 -58 -186 0
-220 -58 182 0
-220 -58 254 0
-220 -58 -217 0
-220 -58 -218 0
-220 -58 -219 0
-220 -58 -221 0
-220 -58 -222 0
-256 -58 182 0
-256 -58 218 0
-256 -58 -253 0
-256 -58 -254 0
-256 -58 -255 0
-256 -58 -257 0
-256 -58 -258 0
-185 -59 218 0
-185 -59 254 0
-185 -59 -181 0
-185 -59 -182 0
-185 -59 -183 0
-185 -59 -184 0
-185 -59 -186 0
-221 -59 182 0
-221 -59 254 0
-221 -59 -217 0
-221 -59 -218 0
-221 -59 -219 0
-221 -59 -220 0
-221 -59 -222 0
-257 -59 182 0
-257 -59 218 0
-257 -59 -253 0
-257 -59 -254 0
-257 -59 -255 0
-257 -59 -256 0
-257 -59 -258 0
-186 -60 218 0
-186 -60 254 0
-186 -60 -181 0
-186 -60 -182 0
-186 -60 -183 0
-186 -60 -184 0
-186 -60 -185 0
-222 -60 182 0
-222 -60 254 0
-222 -60 -217 0
-222 -60 -218 0
-222 -60 -219 0
-222 -60 -220 0
-222 -60 -221 0
-258 -60 182 0
-258 -60 218 0
-258 -60 -253 0
-258 -60 -254 0
-258 -60 -255 0
-258 -60 -256 0
-258 -60 -257 0
-289 -55 326 0
-289 -55 362 0
-289 -55 -290 0
-289 -55 -291 0
-289 -55 -292 0
-289 -55 -293 0
-289 -55 -294 0
-325 -55 290 0
-325 -55 362 0
-325 -55 -326 0
-325 -55 -327 0
-325 -55 -328 0
-325 -55 -329 0
-325 -55 -330 0
-361 -55 290 0
-361 -55 326 0
-361 -55 -362 0
-361 -55 -363 0
-361 -55 -364 0
-361 -55 -365 0
-361 -55 -366 0
-290 -56 326 0
-290 -56 362 0
-290 -56 -289 0
-290 -56 -291 0
-290 -56 -292 0
-290 -56 -293 0
-290 -56 -294 0
-326 -56 290 0
-326 -56 362 0
-326 -56 -325 0
-326 -56 -327 0
-326 -56 -328 0
-326 -56 -329 0
-326 -56 -330 0
-362 -56 290 0
-362 -56 326 0
-362 -56 -361 0
-362 -56 -363 0
-362 -56 -364 0
-362 -56 -365 0
-362 -56 -366 0
-291 -57 326 0
-291 -57 362 0
-291 -57 -289 0
-291 -57 -290 0
-291 -57 -292 0
-291 -57 -293 0
-291 -57 -294 0
-327 -57 290 0
-327 -57 362 0
-327 -57 -325 0
-327 -57 -326 0
-327 -57 -328 0
-327 -57 -329 0
-327 -57 -330 0
-363 -57 290 0
-363 -57 326 0
-363 -57 -361 0
-363 -57 -362 0
-363 -57 -364 0
-363 -57 -365 0
-363 -57 -366 0
-292 -58 326 0
-292 -58 362 0
-292 -58 -289 0
-292 -58 -290 0
-292 -58 -291 0
-292 -58 -293 0
-292 -58 -294 0
-328 -58 290 0
-328 -58 362 0
-328 -58 -325 0
-328 -58 -326 0
-328 -58 -327 0
-328 -58 -329 0
-328 -58 -330 0
-364 -58 290 0
-364 -58 326 0
-364 -58 -361 0
-364 -58 -362 0
-364 -58 -363 0
-364 -58 -365 0
-364 -58 -366 0
-293 -59 326 0
-293 -59 362 0
-293 -59 -289 0
-293 -59 -290 0
-293 -59 -291 0
-293 -59 -292 0
-293 -59 -294 0
-329 -59 290 0
-329 -59 362 0
-329 -59 -325 0
-329 -59 -326 0
-329 -59 -327 0
-329 -59 -328 0
-329 -59 -330 0
-365 -59 290 0
-365 -59 326 0
-365 -59 -361 0
-365 -59 -362 0
-365 -59 -363 0
-365 -59 -364 0
-365 -59 -366 0
-294 -60 326 0
-294 -60 362 0
-294 -60 -289 0
-294 -60 -290 0
-294 -60 -291 0
-294 -60 -292 0
-294 -60 -293 0
-330 -60 290 0
-330 -60 362 0
-330 -60 -325 0
-330 -60 -326 0
-330 -60 -327 0
-330 -60 -328 0
-330 -60 -329 0
-366 -60 290 0
-366 -60 326 0
-366 -60 -361 0
-366 -60 -362 0
-366 -60 -363 0
-366 -60 -364 0
-366 -60 -365 0
-397 -55 434 0
-397 -55 470 0
-397 -55 -398 0
-397 -55 -399 0
-397 -55 -400 0
-397 -55 -401 0
-397 -55 -402 0
-433 -55 398 0
-433 -55 470 0
-433 -55 -434 0
-433 -55 -435 0
-433 -55 -436 0
-433 -55 -437 0
-433 -55 -438 0
-469 -55 398 0
-469 -55 434 0
-469 -55 -470 0
-469 -55 -471 0
-469 -55 -472 0
-469 -55 -473 0
-469 -55 -474 0
-398 -56 434 0
-398 -56 470 0
-398 -56 -397 0
-398 -56 -399 0
-398 -56 -400 0
-398 -56 -401 0
-398 -56 -402 0
-434 -56 398 0
-434 -56 470 0
-434 -56 -433 0
-434 -56 -435 0
-434 -56 -436 0
-434 -56 -437 0
-434 -56 -438 0
-470 -56 398 0
-470 -56 434 0
-470 -56 -469 0
-470 -56 -471 0
-470 -56 -472 0
-470 -56 -473 0
-470 -56 -474 0
-399 -57 434 0
-399 -57 470 0
-399 -57 -397 0
-399 -57 -398 0
-399 -57 -400 0
-399 -57 -401 0
-399 -57 -402 0
-435 -57 398 0
-435 -57 470 0
-435 -57 -433 0
-435 -57 -434 0
-435 -57 -436 0
-435 -57 -437 0
-435 -57 -438 0
-471 -57 398 0
-471 -57 434 0
-471 -57 -469 0
-471 -57 -470 0
-471 -57 -472 0
-471 -57 -473 0
-471 -57 -474 0
-400 -58 434 0
-400 -58 470 0
-400 -58 -397 0
-400 -58 -398 0
-400 -58 -399 0
-400 -58 -401 0
-400 -58 -402 0
-436 -58 398 0
-436 -58 470 0
-436 -58 -433 0
-436 -58 -434 0
-436 -58 -435 0
-436 -58 -437 0
-436 -58 -438 0
-472 -58 398 0
-472 -58 434 0
-472 -58 -469 0
-472 -58 -470 0
-472 -58 -471 0
-472 -58 -473 0
-472 -58 -474 0
-401 -59 434 0
-401 -59 470 0
-401 -59 -397 0
-401 -59 -398 0
-401 -59 -399 0
-401 -59 -400 0
-401 -59 -402 0
-437 -59 398 0
-437 -59 470 0
-437 -59 -433 0
-437 -59 -434 0
-437 -59 -435 0
-437 -59 -436 0
-437 -59 -438 0
-473 -59 398 0
-473 -59 434 0
-473 -59 -469 0
-473 -59 -470 0
-473 -59 -471 0
-473 -59 -472 0
-473 -59 -474 0
-402 -60 434 0
-402 -60 470 0
-402 -60 -397 0
-402 -60 -398 0
-402 -60 -399 0
-402 -60 -400 0
-402 -60 -401 0
-438 -60 398 0
-438 -60 470 0
-438 -60 -433 0
-438 -60 -434 0
-438 -60 -435 0
-438 -60 -436 0
-438 -60 -437 0
-474 -60 398 0
-474 -60 434 0
-474 -60 -469 0
-474 -60 -470 0
-474 -60 -471 0
-474 -60 -472 0
-474 -60 -473 0
-79 -55 116 0
-79 -55 152 0
-79 -55 -80 0
-79 -55 -81 0
-79 -55 -82 0
-79 -55 -83 0
-79 -55 -84 0
-115 -55 80 0
-115 -55 152 0
-115 -55 -116 0
-115 -55 -117 0
-115 -55 -118 0
-115 -55 -119 0
-115 -55 -120 0
-151 -55 80 0
-151 -55 116 0
-151 -55 -152 0
-151 -55 -153 0
-151 -55 -154 0
-151 -55 -155 0
-151 -55 -156 0
-80 -56 116 0
-80 -56 152 0
-80 -56 -79 0
-80 -56 -81 0
-80 -56 -82 0
-80 -56 -83 0
-80 -56 -84 0
-116 -56 80 0
-116 -56 152 0
-116 -56 -115 0
-116 -56 -117 0
-116 -56 -118 0
-116 -56 -119 0
-116 -56 -120 0
-152 -56 80 0
-152 -56 116 0
-152 -56 -151 0
-152 -56 -153 0
-152 -56 -154 0
-152 -56 -155 0
-152 -56 -156 0
-81 -57 116 0
-81 -57 152 0
-81 -57 -79 0
-81 -57 -80 0
-81 -57 -82 0
-81 -57 -83 0
-81 -57 -84 0
-117 -57 80 0
-117 -57 152 0
-117 -57 -115 0
-117 -57 -116 0
-117 -57 -118 0
-117 -57 -119 0
-117 -57 -120 0
-153 -57 80 0
-153 -57 116 0
-153 -57 -151 0
-153 -57 -152 0
-153 -57 -154 0
-153 -57 -155 0
-153 -57 -156 0
-82 -58 116 0
-82 -58 152 0
-82 -58 -79 0
-82 -58 -80 0
-82 -58 -81 0
-82 -58 -83 0
-82 -58 -84 0
-118 -58 80 0
-118 -58 152 0
-118 -58 -115 0
-118 -58 -116 0
-118 -58 -117 0
-118 -58 -119 0
-118 -58 -120 0
-154 -58 80 0
-154 -58 116 0
-154 -58 -151 0
-154 -58 -152 0
-154 -58 -153 0
-154 -58 -155 0
-154 -58 -156 0
-83 -59 116 0
-83 -59 152 0
-83 -59 -79 0
-83 -59 -80 0
-83 -59 -81 0
-83 -59 -82 0
-83 -59 -84 0
-119 -59 80 0
-119 -59 152 0
-119 -59 -115 0
-119 -59 -116 0
-119 -59 -117 0
-119 -59 -118 0
-119 -59 -120 0
-155 -59 80 0
-155 -59 116 0
-155 -59 -151 0
-155 -59 -152 0
-155 -59 -153 0
-155 -59 -154 0
-155 -59 -156 0
-84 -60 116 0
-84 -60 152 0
-84 -60 -79 0
-84 -60 -80 0
-84 -60 -81 0
-84 -60 -82 0
-84 -60 -83 0
